[1608250201579][Host: 0000] Became a follower 
[1608250201801][Host: 0000] Became a Candidate at term 1 
[1608250201806][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "leader": "FFFF", "term": 1, "type": "rv", "lastLogIndex": -1, "lastLogTerm": 0} 
[1608250216921][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 215} 
[1608250216922][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 215} 
[1608250216922][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 215} 
[1608250216980][Host: 0000] HOST RECEIVED: {"src": "0019", "dst": "0000", "MID": "OFXPAP8FRGKQU4WK", "value": "d713ddeccbdc8e55771d3990cedb62b8", "key": "H7NN80A8S2MEQ09YFBV9AVU79KLBCIOH", "type": "put", "leader": "0000"} 
[1608250216982][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 216} 
[1608250216982][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 216} 
[1608250216983][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 216} 
[1608250216983][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 216} 
[1608250217038][Host: 0000] HOST RECEIVED: {"src": "001A", "dst": "0000", "MID": "3PFLH8XW0XGS13EX", "key": "08M6M3419V4EU22GM6K27IPIHAM0I1II", "type": "get", "leader": "0000"} 
[1608250217039][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 217} 
[1608250217039][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 217} 
[1608250217040][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 217} 
[1608250217041][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 217} 
[1608250217091][Host: 0000] HOST RECEIVED: {"src": "0019", "dst": "0000", "MID": "N9ANO10IIIED2Z9C", "value": "fcbb8f267e2e726e5c118dbb210ac16a", "key": "8GTWZVCDKJ3P4W4ZD21D914I3TZ8CYEZ", "type": "put", "leader": "0000"} 
[1608250217092][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 217} 
[1608250217092][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 217} 
[1608250217093][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 217} 
[1608250217094][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 217} 
[1608250217154][Host: 0000] HOST RECEIVED: {"src": "001B", "dst": "0000", "MID": "M0IEUGEH6BUN8AFG", "value": "1517bd50781398c33dcbef001310fe09", "key": "NQ6X3PURUMZBX0NZUT4Q3E29U2S2NE43", "type": "put", "leader": "0000"} 
[1608250217154][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 218} 
[1608250217155][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 218} 
[1608250217156][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 218} 
[1608250217156][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 218} 
[1608250217212][Host: 0000] HOST RECEIVED: {"src": "0019", "dst": "0000", "MID": "AKLUYS78RAWT464B", "value": "89ceeb6aa5b380d714d05d22ad010a18", "key": "7OW9TRWSP2N8F61PCHVT57I177URF9TU", "type": "put", "leader": "0000"} 
[1608250217213][Host: 0000] HOST RECEIVED: {"src": "001A", "dst": "0000", "MID": "XERGZFGVCHNBJJND", "value": "42020973751ee3e488c7886e73539efc", "key": "DK8BLK70IMZFRMUY2GKSCBBMMMKJ5JF2", "type": "put", "leader": "0000"} 
[1608250217214][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 219} 
[1608250217214][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 219} 
[1608250217215][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 219} 
[1608250217215][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 219} 
[1608250217274][Host: 0000] HOST RECEIVED: {"src": "0016", "dst": "0000", "MID": "O9WB0K3GXI5GKCU7", "value": "19e9cfb9dfe1bf0202c37d6a176e85a2", "key": "4Z60YC7FXEBUM1VZ4AWRLLWQM7N6F561", "type": "put", "leader": "0000"} 
[1608250217274][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 221} 
[1608250217275][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 221} 
[1608250217276][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 221} 
[1608250217276][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 221} 
[1608250217332][Host: 0000] HOST RECEIVED: {"src": "0019", "dst": "0000", "MID": "SPEHCS3O9R6M9Z4Z", "key": "8GTWZVCDKJ3P4W4ZD21D914I3TZ8CYEZ", "type": "get", "leader": "0000"} 
[1608250217332][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 222} 
[1608250217333][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 222} 
[1608250217334][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 222} 
[1608250217335][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 222} 
[1608250217391][Host: 0000] HOST RECEIVED: {"src": "001C", "dst": "0000", "MID": "NOMS9OLP1Z2S36RV", "value": "6b57504b599ec62d03906b16851fa76d", "key": "VYFAYH376Z8ZCA8VZW64FCG76XMLFFVF", "type": "put", "leader": "0000"} 
[1608250217393][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 222} 
[1608250217393][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 222} 
[1608250217394][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 222} 
[1608250217395][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 222} 
[1608250217446][Host: 0000] HOST RECEIVED: {"src": "0016", "dst": "0000", "MID": "5WVUBRWZKK8571GZ", "value": "6ab7fba64cecca2efc7f5c7857e8eeb6", "key": "9NYBW9N9YMHZU0HQIK3HV2T6DFE9UAS6", "type": "put", "leader": "0000"} 
[1608250217448][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 223} 
[1608250217448][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 223} 
[1608250217449][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 223} 
[1608250217449][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 223} 
[1608250217502][Host: 0000] HOST RECEIVED: {"src": "0017", "dst": "0000", "MID": "I476MMF5IJSCV0WO", "key": "RJPBDNH9UR708HZMN1IVABFSRHYDILSW", "type": "get", "leader": "0000"} 
[1608250217503][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 224} 
[1608250217504][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 224} 
[1608250217504][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 224} 
[1608250217505][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 224} 
[1608250217562][Host: 0000] HOST RECEIVED: {"src": "0018", "dst": "0000", "MID": "8259H8ZWMPY37FT8", "key": "TVL37Y3HWZWMQD081I4MN4GT17X19OZ7", "type": "get", "leader": "0000"} 
[1608250217564][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 224} 
[1608250217565][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 224} 
[1608250217566][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 224} 
[1608250217566][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 224} 
[1608250217617][Host: 0000] HOST RECEIVED: {"src": "0015", "dst": "0000", "MID": "IOOTIXPZQTLXII0E", "key": "UW727ZPWMPJZDINMOHMD1L4UZHXSJ8ZM", "type": "get", "leader": "0000"} 
[1608250217617][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 224} 
[1608250217618][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 224} 
[1608250217618][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 224} 
[1608250217619][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 224} 
[1608250217678][Host: 0000] HOST RECEIVED: {"src": "0018", "dst": "0000", "MID": "1W00ZFJBLV14GBDE", "value": "00f073d5d1591e7286e8a422baae291a", "key": "0Z81N6DFX6E3HQGJR7ML0UA4OL2DWBWS", "type": "put", "leader": "0000"} 
[1608250217679][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 224} 
[1608250217679][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 224} 
[1608250217679][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 224} 
[1608250217680][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 224} 
[1608250217741][Host: 0000] HOST RECEIVED: {"src": "0019", "dst": "0000", "MID": "2K4Z9TXY3ASB83UP", "value": "52141ef8d6e330329a284bc66d533538", "key": "GPCG6ATC1G98CHHCSOZ32KOR0FEKJLOG", "type": "put", "leader": "0000"} 
[1608250217741][Host: 0000] HOST RECEIVED: {"src": "001B", "dst": "0000", "MID": "YG69POMYCUYP5PLI", "value": "31a75d3afa37f854ce530620d26d6e50", "key": "A6K1I1ZE6Q6Z5LLWGJA1RMOTDRGG3WZF", "type": "put", "leader": "0000"} 
[1608250217742][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 225} 
[1608250217742][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 225} 
[1608250217743][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 225} 
[1608250217743][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 225} 
[1608250217801][Host: 0000] HOST RECEIVED: {"src": "0018", "dst": "0000", "MID": "O8MRGSOR7AUVC1FJ", "value": "b6baac91599e8f78297a48304e5dd7d0", "key": "O0ZK109FF9XS9QCPG8YNOS1VQTH7KQFU", "type": "put", "leader": "0000"} 
[1608250217802][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 227} 
[1608250217802][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 227} 
[1608250217803][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 227} 
[1608250217804][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 227} 
[1608250217859][Host: 0000] HOST RECEIVED: {"src": "001A", "dst": "0000", "MID": "WDONWPMO0PI8LXEY", "value": "bedfbba60a8534c76a08cc69355209c8", "key": "MO3YJH5M0GM3LZYWKF0IUI1D4ECYFXVR", "type": "put", "leader": "0000"} 
[1608250217860][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 228} 
[1608250217861][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 228} 
[1608250217862][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 228} 
[1608250217862][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 228} 
[1608250217912][Host: 0000] HOST RECEIVED: {"src": "0019", "dst": "0000", "MID": "YCX4N34FYIE9A0B5", "value": "1b68d3a23ceca5187054a9fc848cb4f4", "key": "DPMMTM6VNSDO2OR3OJKK5XEZ4IR4MQNM", "type": "put", "leader": "0000"} 
[1608250217913][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 229} 
[1608250217914][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 229} 
[1608250217915][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 229} 
[1608250217915][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 229} 
[1608250217972][Host: 0000] HOST RECEIVED: {"src": "0016", "dst": "0000", "MID": "RJVA3SVIXAUYYXM3", "value": "8313a0f54c110933f685d6437106104d", "key": "S2WV32PCZKVMTP1PZW0X13L7ZB94UXJL", "type": "put", "leader": "0000"} 
[1608250217973][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 230} 
[1608250217974][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 230} 
[1608250217974][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 230} 
[1608250217978][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 230} 
[1608250218030][Host: 0000] HOST RECEIVED: {"src": "001A", "dst": "0000", "MID": "O84L3LCM2NK1CKPC", "value": "67848f7b8a9d3c82d43656a0bbcc39a7", "key": "988JTT7DU1FZ7568WJ2AOVLTG7Y9OCQY", "type": "put", "leader": "0000"} 
[1608250218032][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 231} 
[1608250218032][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 231} 
[1608250218033][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 231} 
[1608250218033][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 231} 
[1608250218090][Host: 0000] HOST RECEIVED: {"src": "001C", "dst": "0000", "MID": "HRZD210ZG8ZLBFMA", "value": "bc7d0f494e22b3f3dd02baf1274ec1ae", "key": "VYFAYH376Z8ZCA8VZW64FCG76XMLFFVF", "type": "put", "leader": "0000"} 
[1608250218091][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 232} 
[1608250218091][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 232} 
[1608250218092][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 232} 
[1608250218092][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 232} 
[1608250218150][Host: 0000] HOST RECEIVED: {"src": "001B", "dst": "0000", "MID": "U51LU4E832P1HITP", "value": "f1146a5746b7d3897aa8ba383502d02f", "key": "A6K1I1ZE6Q6Z5LLWGJA1RMOTDRGG3WZF", "type": "put", "leader": "0000"} 
[1608250218150][Host: 0000] HOST RECEIVED: {"src": "001B", "dst": "0000", "MID": "50GWGB1DI25KFIYO", "value": "baa2fd10a43ce4e433d0d3367aebeed2", "key": "656XDP25R94FZJCRRPKERS376DDSKLDF", "type": "put", "leader": "0000"} 
[1608250218150][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 233} 
[1608250218151][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 233} 
[1608250218151][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 233} 
[1608250218152][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 233} 
[1608250218201][Host: 0000] HOST RECEIVED: {"src": "0015", "dst": "0000", "MID": "BIG9V7Z4WZEY2ZWR", "value": "5820f2e2fe050b17cb377753ccc6ce38", "key": "RUC8PU6VN1QOSZPB5VUPW2PPUI5ZJGRR", "type": "put", "leader": "0000"} 
[1608250218202][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 235} 
[1608250218202][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 235} 
[1608250218203][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 235} 
[1608250218203][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 235} 
[1608250218262][Host: 0000] HOST RECEIVED: {"src": "0016", "dst": "0000", "MID": "6X1NFMQ788XIMZ5Z", "key": "4Z60YC7FXEBUM1VZ4AWRLLWQM7N6F561", "type": "get", "leader": "0000"} 
[1608250218263][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 236} 
[1608250218263][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 236} 
[1608250218264][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 236} 
[1608250218264][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 236} 
[1608250218317][Host: 0000] HOST RECEIVED: {"src": "0016", "dst": "0000", "MID": "8A09IB09KQZBI7XY", "value": "15ffc478a03ec8b2473b48f53aa00f12", "key": "IQFEMJPIBN7CSI3H8LGKF8BBTDC2KB92", "type": "put", "leader": "0000"} 
[1608250218318][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 236} 
[1608250218319][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 236} 
[1608250218319][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 236} 
[1608250218320][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 236} 
[1608250218368][Host: 0000] HOST RECEIVED: {"src": "001B", "dst": "0000", "MID": "NHBOPYWCCE3OWQWF", "key": "FI8UN68XWJBIBY9RR28KA5OSUT4QT8SC", "type": "get", "leader": "0000"} 
[1608250218369][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 237} 
[1608250218369][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 237} 
[1608250218369][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 237} 
[1608250218370][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 237} 
[1608250218429][Host: 0000] HOST RECEIVED: {"src": "001A", "dst": "0000", "MID": "2V4E1MZWQMALQYDQ", "value": "fb8a70c0838216634eaccebbd64c50f3", "key": "BLAV3YSVTYZERCGZEAKE2UN36I8TVYDB", "type": "put", "leader": "0000"} 
[1608250218430][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 237} 
[1608250218431][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 237} 
[1608250218431][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 237} 
[1608250218432][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 237} 
[1608250218485][Host: 0000] HOST RECEIVED: {"src": "0015", "dst": "0000", "MID": "B6J6NDR0E5G3ML6S", "value": "b84312bd93b99d03ecd21ee7ad73b5ab", "key": "7DNKH33N608ZRY1U8X71GT4N7TAJCW48", "type": "put", "leader": "0000"} 
[1608250218486][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 238} 
[1608250218487][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 238} 
[1608250218488][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 238} 
[1608250218488][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 238} 
[1608250218544][Host: 0000] HOST RECEIVED: {"src": "001B", "dst": "0000", "MID": "VBMM2X2QHFUMS82B", "key": "YBS7GV50RORUT18F0M6QD1MK254DUGQB", "type": "get", "leader": "0000"} 
[1608250218544][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 239} 
[1608250218545][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 239} 
[1608250218545][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 239} 
[1608250218546][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 239} 
[1608250218599][Host: 0000] HOST RECEIVED: {"src": "001C", "dst": "0000", "MID": "5V8WM2QMUNFUB6M0", "value": "6c16dd67c9dc2d72bd936a20844b01b8", "key": "9M5EZ2S6C160WX5NADA5KNL7522TSB4Y", "type": "put", "leader": "0000"} 
[1608250218600][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 239} 
[1608250218601][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 239} 
[1608250218601][Host: 0000] HOST RECEIVED: {"src": "0002", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 239} 
[1608250218601][Host: 0000] HOST RECEIVED: {"src": "0003", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 239} 
[1608250218656][Host: 0000] HOST RECEIVED: {"src": "0017", "dst": "0000", "MID": "IMJOT1JV7YS9NN02", "value": "c4bfe3d447bb7697a51cce0e45e0778d", "key": "6GEET6C0GBJPXJYI7G793LHPGBHA0C7L", "type": "put", "leader": "0000"} 
[1608250218657][Host: 0000] HOST RECEIVED: {"src": "0004", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 240} 
[1608250218657][Host: 0000] HOST RECEIVED: {"src": "0001", "dst": "0000", "type": "aer", "success": true, "leader": "0000", "term": 1, "matchIndex": 240} 
